Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Concordia University CA,Yes,688,497,144,30,75,641,101,10800,4440,570,1515,55.0,60,13.1,13,8415,55,-0.810146406179574,-0.8950270126380757,-1.3168435560057241,0.36924448019518263,-1.2156008402024245,-0.7174767338180049,0.2191080763892683,0.2583754172250177,0.48110567694159523,-1.1441971717488406,-1.3457825326608568,-0.19680572791589224,-0.7416251041701869,0.003386960431218099,0.7223837209302325,Medium,1,1,-0.8101464061795736,-0.8950270126380756,-1.316843556005724,0.3692444801951825,-1.2156008402024268,-0.7174767338180048,0.21910807638926796,0.2583754172250157,0.48110567694159523,-1.1441971717488404,-1.3457825326608566,-0.1968057279158925,-0.7416251041701872,0.003386960431255548,-0.17372360895383973,0.36524832997139145,0.6114319153500704
Concordia University,Yes,528,403,186,22,56,1168,145,9216,4191,400,1000,56.0,64,12.1,13,7309,75,-1.0768288794714467,-1.1220345052394431,-0.9973630842333701,-0.12368771857670886,-0.4891350937604949,-0.5110215265641015,-0.1849054657574538,-1.0237043227479306,-0.38201766038027757,-1.0928632564596537,-1.145029901800911,-0.46486060496924364,-0.7416251041701869,-0.3820365472732442,0.7632575757575758,Medium,1,1,-1.0768288794714462,-1.1220345052394431,-0.99736308423337,-0.12368771857670896,-0.4891350937604971,-0.5110215265641014,-0.18490546575745423,-1.0237043227479328,-0.38201766038027757,-1.0928632564596534,-1.1450299018009107,-0.464860604969244,-0.7416251041701872,-0.38203654727320674,0.1075770322732075,0.36524832997139145,0.6114319153500704
Converse College,Yes,440,407,149,35,70,643,80,12050,3700,500,900,63.0,76,10.2,31,10965,75,-1.263605384551175,-1.1112672610851984,-1.2735093406557334,0.6295768701744451,-1.2115764061072274,-0.8467657264516159,0.5112387468533781,-0.22262317064607157,-0.5981756735654908,-0.7087308284652433,-0.41474500229721806,-0.9997369699971465,0.7345530092783118,0.6542413447549849,0.925,Medium,1,1,-1.2636053845511745,-1.1112672610851984,-1.2735093406557332,0.629576870174445,-1.2115764061072296,-0.8467657264516157,0.5112387468533779,-0.22262317064607365,-0.5981756735654908,-0.7087308284652429,-0.4147450022972178,-0.9997369699971469,0.7345530092783117,0.6542413447550223,1.2207151946804926,0.36524832997139145,0.6114319153500704
Cornell College,Yes,1538,1329,383,33,68,1140,10,15248,4323,550,800,71.0,76,12.2,31,10340,64,-0.03120501431480078,0.12765741703550396,-0.1603480669303347,0.5289610409990295,-0.5166929502620915,-1.879412412918185,1.1776403174916823,0.12646725882300056,-0.8385145305308968,-0.2167793357746881,-0.41474500229721806,-0.4376697884463484,0.7345530092783118,0.5176770832123183,0.864109232769831,High,2,1,-0.03120501431480032,0.12765741703550404,-0.1603480669303346,0.5289610409990294,-0.5166929502620937,-1.879412412918185,1.177640317491682,0.12646725882299856,-0.8385145305308968,-0.2167793357746878,-0.4147450022972178,-0.43766978844634874,0.7345530092783117,0.5176770832123557,0.8016548457359897,1.8301690512544988,0.6114319153500704
Creighton University,Yes,2967,2836,876,30,60,3450,644,10628,4372,650,2055,85.0,90,6.5,32,22906,85,0.5712707454269635,0.8702085100908433,0.691390551409157,0.36924448019518263,0.6026414241932718,0.42107841285476066,0.17720310098008524,0.7485437875764888,1.125691609094707,0.7792401852307248,0.700405830648109,-2.1724637527347195,0.8013473287828285,2.0524831239562875,0.9558476575665655,Medium,1,1,0.571270745426964,0.8702085100908434,0.6913905514091571,0.3692444801951825,0.6026414241932696,0.4210784128547607,0.17720310098008488,0.7485437875764869,1.125691609094707,0.7792401852307251,0.7004058306481095,-2.17246375273472,0.8013473287828284,2.052483123956325,1.4330138851387828,0.36524832997139145,0.6114319153500704
Culver-Stockton College,Yes,1576,1110,274,24,55,992,112,8000,3700,400,500,51.0,52,14.1,28,5807,51,-0.00829411531785407,-0.05446751477722952,-0.5369721117691422,0.01057495289120002,-0.6774917446668359,-0.6591931200499294,-0.5271953565598377,-1.0237043227479306,-1.784000288095055,-1.340651655712002,-1.6878455216990524,0.06325006563784952,0.5272487670727979,-1.076275986633932,0.7043147208121827,Low,0,1,-0.008294115317853613,-0.05446751477722942,-0.5369721117691421,0.010574952891199925,-0.6774917446668381,-0.6591931200499292,-0.5271953565598382,-1.0237043227479328,-1.784000288095055,-1.3406516557120018,-1.6878455216990522,0.06325006563784934,0.5272487670727978,-1.0762759866338945,-0.29807746158187115,-1.099672391311716,0.6114319153500704
Cumberland College,Yes,995,789,398,26,47,1306,122,6230,3526,400,600,42.0,44,13.0,4,8189,63,-0.44708877563542654,-0.40592380180177196,-0.11836615107511775,0.13682203138818058,-0.36417882325811884,-0.6105325180660284,-1.092807728814246,-1.0237043227479306,-1.419790908781924,-1.7305240109865998,-1.9560295316332357,-0.22323711250244924,-1.9343125782540076,-0.06885979959490132,0.792964824120603,Low,0,1,-0.4470887756354261,-0.40592380180177184,-0.11836615107511764,0.1368220313881805,-0.364178823258121,-0.6105325180660283,-1.0928077288142466,-1.0237043227479328,-1.419790908781924,-1.7305240109865996,-1.9560295316332355,-0.2232371125024495,-1.934312578254008,-0.06885979959486388,0.3120272376406825,-1.099672391311716,0.6114319153500704
D'Youville College,Yes,866,619,157,18,47,1074,336,8920,4310,680,1320,68.0,68,14.6,42,6898,46,-0.5825571289703064,-0.6607978640512691,-1.2075488201804345,-0.42188701698591335,-0.5850529167433056,-0.0022827454974140133,-0.2653603817791755,0.9188228219935606,0.1928962049080067,-0.4078622247453497,-0.9234340703527073,0.19052797710194921,1.4176039225723627,-0.5488380225520461,0.7147806004618937,Medium,1,1,-0.582557128970306,-0.660797864051269,-1.2075488201804343,-0.42188701698591347,-0.5850529167433078,-0.0022827454974139465,-0.2653603817791759,0.9188228219935588,0.19289620490800669,-0.40786222474534944,-0.9234340703527071,0.19052797710194908,1.4176039225723627,-0.5488380225520086,-0.22604954376240155,0.36524832997139145,0.6114319153500704
Dana College,Yes,504,482,185,10,36,550,84,9130,3322,450,1450,46.0,51,12.6,25,8686,54,-1.1242446625092624,-0.9280072180245256,-1.003964331913671,-1.2101701573606454,-1.4168291950597718,-0.8199451233468634,-0.20810402847991813,-0.6036744589706652,0.38916914456285195,-1.5661845895855535,-1.7252730821208924,-0.32977869646566793,0.30823399686918296,0.08620500874720276,0.9563492063492064,Medium,1,1,-1.124244662509262,-0.9280072180245255,-1.0039643319136708,-1.2101701573606454,-1.416829195059774,-0.8199451233468633,-0.20810402847991857,-0.6036744589706673,0.38916914456285195,-1.5661845895855533,-1.7252730821208921,-0.3297786964656682,0.30823399686918274,0.0862050087472402,1.4364656269615075,0.36524832997139145,0.6114319153500704
Daniel Webster College,Yes,585,508,153,12,30,460,536,12292,4934,500,500,61.0,61,22.2,10,8643,72,-0.9729178871868172,-0.871510339449905,-1.2400319784229923,-0.9785370964802453,-1.6603981585448304,0.2989058746989232,0.5654687089160672,-0.22262317064607157,-1.784000288095055,-0.8229044689180576,-1.2975068699343983,1.950564408639862,-1.0747688529439479,0.07332944580213024,0.8683760683760684,Medium,1,1,-0.9729178871868167,-0.8715103394499049,-1.240031978422992,-0.9785370964802454,-1.6603981585448326,0.29890587469892327,0.5654687089160669,-0.22262317064607365,-1.784000288095055,-0.8229044689180572,-1.2975068699343981,1.9505644086398621,-1.0747688529439483,0.07332944580216769,0.831019915341366,0.36524832997139145,0.6114319153500704
Davidson College,Yes,2373,956,452,77,96,1601,6,17295,5070,600,1011,95.0,97,12.0,46,17581,94,0.36973715855951284,-0.20724004125675524,0.018922187649837174,2.139076669449044,-0.14404575054338822,-2.1027572933500815,1.557082336322168,0.4488454168127673,-0.35950981435347146,1.5953726226723983,1.3728847638717647,-0.4921406487925007,1.6425081021362922,1.611586712692411,0.4028655710071639,High,2,1,0.3697371585595133,-0.20724004125675516,0.018922187649837288,2.139076669449044,-0.14404575054339042,-2.1027572933500815,1.557082336322168,0.44884541681276535,-0.35950981435347146,1.5953726226723985,1.3728847638717654,-0.492140648792501,1.6425081021362922,1.6115867126924486,-2.372700457032082,1.8301690512544988,0.6114319153500704
Defiance College,Yes,571,461,174,10,26,645,283,10850,3670,400,1159,58.0,60,12.8,19,7505,56,-0.9973986477931073,-0.9760695667312836,-1.0794126498630179,-1.2101701573606454,-1.207567210639179,-0.10960331711913125,0.23120756093044995,-1.0237043227479306,-0.07742349248196032,-0.98753569322173,-1.3457825326608568,-0.27634292029735635,-0.17422905107118244,-0.30744938312212816,0.8073555166374781,Medium,1,1,-0.9973986477931068,-0.9760695667312835,-1.0794126498630177,-1.2101701573606454,-1.2075672106391813,-0.10960331711913118,0.2312075609304496,-1.0237043227479328,-0.07742349248196033,-0.9875356932217296,-1.3457825326608566,-0.27634292029735663,-0.17422905107118275,-0.3074493831220907,0.4110663679061786,0.36524832997139145,0.6114319153500704
Delta State University,No,967,945,459,15,48,2806,538,4528,1880,500,1200,49.0,63,17.1,16,5113,58,-0.4748218903422969,-0.21914280574073672,0.0353250310457516,-0.6795322253656407,0.4139130935818956,0.30136309311121967,-1.74734390044706,-0.22262317064607157,-0.005344142276702718,-1.4335405381377422,-1.1971425260127022,0.8026595139990884,-0.44458151258091694,-1.4982074309353517,0.9772492244053774,Low,0,0,-0.47482189034229644,-0.21914280574073663,0.03532503104575171,-0.6795322253656408,0.41391309358189343,0.3013630931112197,-1.7473439004470608,-0.22262317064607365,-0.005344142276702737,-1.433540538137742,-1.197142526012702,0.8026595139990884,-0.44458151258091727,-1.4982074309353142,1.5803030141052516,-1.099672391311716,-1.635505074064474
Denison University,Yes,2762,2279,533,32,60,1835,14,16900,4720,500,600,88.0,97,11.6,45,12423,81,0.507046300650412,0.6599269542636067,0.1928659446572297,0.47695784935626834,-0.0020079151386412013,-1.7261306828099734,1.4862518525391528,-0.22262317064607157,-1.419790908781924,1.0149446356388536,1.3728847638717647,-0.6021742165602336,1.587264639182266,0.9310363302535338,0.8251267197682839,High,2,1,0.5070463006504125,0.6599269542636068,0.1928659446572298,0.4769578493562682,-0.0020079151386433918,-1.7261306828099734,1.4862518525391526,-0.22262317064607365,-1.419790908781924,1.0149446356388538,1.3728847638717654,-0.602174216560234,1.587264639182266,0.9310363302535712,0.5333707323266244,1.8301690512544988,0.6114319153500704
DePauw University,Yes,1994,1656,495,50,80,1983,36,14300,5020,550,950,78.0,94,11.1,31,11525,82,0.2104130093840027,0.3471331324177448,0.11535922244407423,1.273895148987768,0.07687694413412564,-1.2681328859432672,0.9905274405893761,0.12646725882300056,-0.4873892780078052,0.259795832499163,1.074929591154588,-0.7418550947282283,0.7345530092783118,0.7668718724653261,0.8304914744232698,Medium,1,1,0.21041300938400315,0.3471331324177449,0.11535922244407434,1.273895148987768,0.07687694413412345,-1.2681328859432672,0.990527440589376,0.12646725882299856,-0.4873892780078052,0.25979583249916327,1.0749295911545886,-0.7418550947282286,0.7345530092783117,0.7668718724653635,0.5702918627374455,0.36524832997139145,0.6114319153500704
Dickinson College,Yes,3014,2539,487,31,68,1889,62,18700,5000,595,1250,87.0,94,11.2,39,13861,87,0.5853234252559673,0.7642143115040714,0.09816690540505814,0.4237419326421896,0.02764564004353419,-0.984836331468239,1.800749684858574,0.4176870257932312,0.0794512520083775,0.9355053891588669,1.074929591154588,-0.7137225520718277,1.2415456071859763,1.159300960782463,0.8424021234240212,High,2,1,0.5853234252559677,0.7642143115040715,0.09816690540505825,0.4237419326421895,0.027645640043532,-0.9848363314682389,1.800749684858574,0.41768702579322925,0.07945125200837748,0.9355053891588673,1.0749295911545886,-0.713722552071828,1.2415456071859763,1.1593009607825004,0.6522629226116493,1.8301690512544988,0.6114319153500704
Dickinson State University,No,434,412,319,10,30,1376,237,4486,2146,600,2000,50.0,64,16.5,28,4525,46,-1.27777410872646,-1.0979660822394683,-0.3635748352141644,-1.2101701573606454,-0.3068016361530241,-0.2186382860370734,-1.765399599324844,0.4488454168127673,1.0679442535532966,-1.387541552208468,-1.145029901800911,0.6591773922895536,0.5272487670727979,-1.9307675825567407,0.9493087557603687,Low,0,0,-1.2777741087264596,-1.0979660822394683,-0.3635748352141643,-1.2101701573606454,-0.30680163615302625,-0.21863828603707333,-1.7653995993248448,0.44884541681276535,1.0679442535532966,-1.3875415522084678,-1.1450299018009107,0.6591773922895535,0.5272487670727978,-1.9307675825567032,1.3880120794912916,-1.099672391311716,-1.635505074064474
Dillard University,Yes,1998,1376,651,41,88,1539,45,6700,3650,500,2307,52.0,52,14.1,12,7566,61,0.2122596494473053,0.1625515868812123,0.3980963724371022,0.9079719150807959,-0.1859698282059972,-1.1536513012220255,-0.9332895460960037,-0.22262317064607157,1.3727720038950875,-1.2928715697940627,-1.6878455216990524,0.06325006563784952,-0.8480459248697001,-0.28484049246346793,0.6886886886886887,Low,0,1,0.21225964944730574,0.16255158688121238,0.39809637243710233,0.9079719150807958,-0.1859698282059994,-1.1536513012220255,-0.9332895460960042,-0.22262317064607365,1.3727720038950875,-1.2928715697940625,-1.6878455216990522,0.06325006563784934,-0.8480459248697004,-0.28484049246343046,-0.4056184037010074,-1.099672391311716,0.6114319153500704
Doane College,Yes,793,709,244,20,47,1022,411,9570,3000,400,1000,67.0,72,15.1,42,6852,60,-0.6691986653545964,-0.5176951995429269,-0.6719379097061395,-0.2672791173259531,-0.6426259757823227,0.12598225128249196,-0.09088081167717893,-1.0237043227479306,-0.38201766038027757,-0.46979766094537384,-0.6802485294455134,0.31608928492044563,1.4176039225723627,-0.5684527808660073,0.8940731399747793,Medium,1,1,-0.6691986653545959,-0.5176951995429268,-0.6719379097061394,-0.2672791173259532,-0.6426259757823249,0.12598225128249202,-0.09088081167717932,-1.0237043227479328,-0.38201766038027757,-0.46979766094537356,-0.6802485294455132,0.31608928492044547,1.4176039225723627,-0.5684527808659698,1.0078714197788439,0.36524832997139145,0.6114319153500704
Dominican College of Blauvelt,Yes,360,329,108,4,19,756,863,8310,5500,600,1800,43.0,43,12.7,5,5480,54,-1.4721350435645657,-1.3448217036133845,-1.6912053870377493,-2.2203106363749345,-1.0061771575678429,0.620458203613218,-0.43686051850456314,0.4488454168127673,0.8443887826691915,-1.690782951678961,-1.9846931015063423,-0.303019110231878,-1.7628708902979693,-1.2648998679062813,0.9138888888888889,Low,0,1,-1.4721350435645653,-1.3448217036133845,-1.691205387037749,-2.2203106363749345,-1.006177157567845,0.6204582036132181,-0.43686051850456364,0.44884541681276535,0.8443887826691915,-1.6907829516789608,-1.984693101506342,-0.3030191102318783,-1.7628708902979697,-1.2648998679062438,1.144246687036588,-1.099672391311716,0.6114319153500704
Dordt College,Yes,604,562,328,25,50,1048,56,9800,2650,450,2800,61.0,60,12.5,17,7325,87,-0.9406825033325452,-0.7634441803188218,-0.33228297999945683,0.07462985430502922,-0.6134038798546803,-1.039022654354236,-0.031007934296706712,-0.6036744589706652,1.789581088913906,-0.8229044689180576,-1.3457825326608568,-0.3566226047221888,-0.3518428206385443,-0.37583368225312674,0.9304635761589404,Medium,1,1,-0.9406825033325448,-0.7634441803188217,-0.3322829799994567,0.07462985430502912,-0.6134038798546825,-1.039022654354236,-0.0310079342967071,-0.6036744589706673,1.789581088913906,-0.8229044689180572,-1.3457825326608566,-0.3566226047221891,-0.3518428206385446,-0.3758336822530893,1.2583164310550607,0.36524832997139145,0.6114319153500704
Dowling College,Yes,1011,829,410,9,33,1059,2458,9000,3100,450,1413,77.0,78,12.4,7,11178,42,-0.4316152907074361,-0.3544969079971701,-0.08607319696729568,-1.3390590413944048,-0.6013056813699355,1.3815941810604362,-0.2434452512890082,-0.6036744589706652,0.33506885219965443,0.18908533721226045,-0.273401038284349,-0.3835517785009084,-1.4606269881872134,0.6980963504641586,0.8199802176063303,Medium,1,1,-0.43161529070743565,-0.35449690799717,-0.08607319696729557,-1.3390590413944048,-0.6013056813699377,1.3815941810604362,-0.24344525128900865,-0.6036744589706673,0.33506885219965443,0.18908533721226076,-0.2734010382843487,-0.3835517785009087,-1.4606269881872138,0.698096350464196,0.49795165173466005,0.36524832997139145,0.6114319153500704
Drake University,Yes,2799,2573,839,34,65,3322,726,13420,4770,560,1675,88.0,93,15.0,24,9473,77,0.5190092438497129,0.777002167942669,0.6495757783987278,0.5798146710452374,0.5687442800760478,0.50202916277101,0.8094078362562913,0.19293600065942146,0.6923303979988964,1.0149446356388536,0.9788813231015295,0.2911104741628506,0.2322748898408057,0.3058637921212807,0.9192568774562344,Medium,1,1,0.5190092438497134,0.7770021679426691,0.6495757783987279,0.5798146710452373,0.5687442800760456,0.5020291627710101,0.8094078362562912,0.1929360006594195,0.6923303979988964,1.0149446356388538,0.97888132310153,0.2911104741628504,0.23227488984080544,0.30586379212131815,1.1811900737680887,0.36524832997139145,0.6114319153500704
Drew University,Yes,2153,1580,321,56,84,1192,87,18432,5616,520,660,93.0,97,10.2,28,14907,83,0.2809115230374704,0.30053665356706083,-0.3565338628545595,1.491573106355637,-0.46614777895501924,-0.8005762577607931,1.7552212806104495,-0.07947808949270471,-1.2281103410412726,1.425191176895042,1.3728847638717647,-0.9997369699971465,0.5272487670727979,1.3037834400996984,0.7338597306084533,High,2,1,0.28091152303747086,0.30053665356706094,-0.3565338628545594,1.491573106355637,-0.4661477789550214,-0.800576257760793,1.7552212806104495,-0.07947808949270677,-1.2281103410412726,1.4251911768950423,1.3728847638717654,-0.9997369699971469,0.5272487670727978,1.303783440099736,-0.09474380891179061,1.8301690512544988,0.6114319153500704
Drury College,Yes,700,650,314,33,66,1065,48,8730,3523,500,750,82.0,92,13.2,35,9303,67,-0.7929073192117374,-0.6091312257308797,-0.38140227025760287,0.5289610409990295,-0.5947710837092169,-1.1200754113012605,-0.3179305356170296,-0.22262317064607157,-0.9696251460136798,0.5513818552357662,0.8844513618593768,-0.17045420531183852,0.9955307035299448,0.2608292213434921,0.9285714285714286,Low,0,1,-0.792907319211737,-0.6091312257308796,-0.38140227025760276,0.5289610409990294,-0.5947710837092192,-1.1200754113012605,-0.31793053561703005,-0.22262317064607365,-0.9696251460136798,0.5513818552357665,0.8844513618593772,-0.17045420531183875,0.9955307035299447,0.2608292213435296,1.2452943578517472,-1.099672391311716,0.6114319153500704
Duke University,Yes,13789,3893,1583,90,98,6188,53,18590,5950,625,1162,95.0,96,5.0,44,27206,97,1.8699539284785724,1.1693440593024718,1.2377357985529385,2.476581028579491,1.0921969340051116,-1.068112561140503,1.7821147643063098,0.6013144815562834,-0.07206776716621158,1.5953726226723983,1.2719213033900254,-2.7219986878534748,1.5313809331464565,2.307832847812075,0.2823264921314091,High,2,1,1.869953928478573,1.1693440593024718,1.2377357985529387,2.476581028579491,1.0921969340051094,-1.068112561140503,1.7821147643063098,0.6013144815562815,-0.07206776716621159,1.5953726226723985,1.271921303390026,-2.721998687853475,1.5313809331464565,2.3078328478121124,-3.202270369728065,1.8301690512544988,0.6114319153500704
Earlham College,Yes,1358,1006,274,35,63,1028,13,15036,4056,600,600,90.0,94,10.6,46,14634,78,-0.14869500835736518,-0.15491972476277763,-0.5369721117691422,0.6295768701744451,-0.6358025453253225,-1.7603222469844557,1.136473570310133,0.4488454168127673,-1.419790908781924,1.1764343828889745,1.074929591154588,-0.8840535815404321,1.6425081021362922,1.267600516006001,0.7407952871870398,Medium,1,1,-0.14869500835736474,-0.15491972476277754,-0.5369721117691421,0.629576870174445,-0.6358025453253248,-1.7603222469844557,1.1364735703101327,0.44884541681276535,-1.419790908781924,1.1764343828889747,1.0749295911545886,-0.8840535815404326,1.6425081021362922,1.2676005160060386,-0.04701215939979747,0.36524832997139145,0.6114319153500704
East Carolina University,No,9274,6362,2435,14,44,13171,1687,7248,3240,500,1700,74.0,78,13.2,18,9002,58,1.5487591438568002,1.6205372723738896,1.6053854574914588,-0.7738575489017414,1.638821348364375,1.098937896866541,-0.7563092015738125,-0.22262317064607157,0.7235868128126894,-0.017792359075214106,-0.273401038284349,-0.17045420531183852,-0.2617966749661709,0.17792512987365855,0.6860038818201424,Low,0,0,1.5487591438568007,1.6205372723738896,1.605385457491459,-0.7738575489017415,1.6388213483643728,1.098937896866541,-0.7563092015738131,-0.22262317064607365,0.7235868128126894,-0.01779235907521381,-0.2734010382843487,-0.17045420531183875,-0.2617966749661712,0.177925129873696,-0.4240956894104931,-1.099672391311716,-1.635505074064474
East Tennessee State University,No,3330,2730,1303,15,36,6706,2640,5800,3000,600,2200,73.0,75,14.0,9,9825,42,0.6740885670779527,0.8338001976320762,1.0634353129556318,-0.6795322253656407,1.1547749473267168,1.4364114654723117,-1.2458199677375605,0.4488454168127673,1.2711621900847665,-0.08499874626512405,-0.4832523787413146,0.03758108271501449,-1.1963666133652986,0.3952996788864563,0.8198198198198198,Low,0,0,0.6740885670779532,0.8338001976320764,1.063435312955632,-0.6795322253656408,1.1547749473267146,1.4364114654723117,-1.2458199677375612,0.44884541681276535,1.2711621900847665,-0.08499874626512376,-0.4832523787413143,0.0375810827150143,-1.196366613365299,0.39529967888649375,0.49684776759191374,-1.099672391311716,-1.635505074064474
Eastern College,Yes,458,369,165,16,42,1057,355,11190,4800,450,1230,60.0,60,13.6,22,8135,54,-1.222313242904051,-1.2184445773372774,-1.1453542575468927,-0.5897369692550372,-0.6034939219827451,0.03248626767389969,0.3125297436747301,-0.6036744589706652,0.0459272380456935,-0.8786660394374439,-1.3457825326608568,-0.06583008815144414,0.07536745536606099,-0.08657481159162488,0.8056768558951966,Medium,1,1,-1.2223132429040506,-1.2184445773372774,-1.1453542575468925,-0.5897369692550373,-0.6034939219827473,0.03248626767389976,0.31252974367472974,-0.6036744589706673,0.04592723804569348,-0.8786660394374436,-1.3457825326608566,-0.06583008815144435,0.07536745536606074,-0.08657481159158743,0.39951354654393784,0.36524832997139145,0.6114319153500704
Eastern Connecticut State University,No,2172,1493,564,14,50,2766,1531,5962,4316,650,500,71.0,76,16.9,14,5719,50,0.2889595545413995,0.24416288227924118,0.251518478646541,-0.7738575489017414,0.4004771900955184,1.0277315012876649,-1.187326949945657,0.7485437875764888,-1.784000288095055,-0.2167793357746881,-0.41474500229721806,0.7550572350352502,-0.6391619317856582,-1.1254128665414695,0.6873848987108656,Low,0,0,0.28895955454139993,0.24416288227924127,0.2515184786465411,-0.7738575489017415,0.40047719009551624,1.0277315012876649,-1.1873269499456576,0.7485437875764869,-1.784000288095055,-0.2167793357746878,-0.4147450022972178,0.7550572350352502,-0.6391619317856585,-1.125412866541432,-0.41459130235067637,-1.099672391311716,-1.635505074064474
Eastern Illinois University,No,5597,4253,1565,12,38,9161,845,5710,3066,120,1730,62.0,71,16.2,5,5682,76,1.1258616889939812,1.251712088453501,1.2276383800678132,-0.9785370964802453,1.3874063771115828,0.6059110620569776,-1.278780178843581,-4.977750529360866,0.7605222960477214,-0.7662592027979903,-0.7431090750720101,0.5866615904148242,-1.7628708902979693,-1.146419172450999,0.7598713596569591,Low,0,0,1.1258616889939816,1.251712088453501,1.2276383800678135,-0.9785370964802454,1.3874063771115805,0.6059110620569778,-1.2787801788435817,-4.977750529360868,0.7605222960477214,-0.76625920279799,-0.7431090750720099,0.5866615904148241,-1.7628708902979697,-1.1464191724509614,0.08427253201355456,-1.099672391311716,-1.635505074064474
Eastern Mennonite College,Yes,486,440,227,19,48,903,59,9650,3800,600,1300,46.0,65,11.4,29,10188,82,-1.1614272615394,-1.0265299227226339,-0.7572103689461834,-0.3430819714331799,-0.7890027993535768,-1.0113072786059736,-0.0699494842300252,0.4488454168127673,0.16107890591759866,-1.5661845895855535,-1.0916144806733752,-0.6577544312976554,0.5975616518085038,0.48254285579890843,0.9053497942386831,Medium,1,1,-1.1614272615393995,-1.0265299227226339,-0.7572103689461833,-0.34308197143318003,-0.789002799353579,-1.0113072786059736,-0.06994948423002559,0.44884541681276535,0.16107890591759863,-1.5661845895855533,-1.091614480673375,-0.6577544312976558,0.5975616518085037,0.4825428557989459,1.0854792228287728,0.36524832997139145,0.6114319153500704
Eastern Nazarene College,Yes,516,409,200,17,40,1238,30,8770,3500,450,700,58.0,58,17.3,17,6430,70,-1.1002405242654993,-1.1059259524692502,-0.9090259739828781,-0.5039903742110078,-0.4236269321652459,-1.3598474556511049,-0.3068012355734253,-0.6036744589706652,-1.109331268357997,-0.98753569322173,-1.4385813164973549,0.8500415964523291,-0.3518428206385443,-0.7582971711914901,0.7926356589147286,Low,0,1,-1.100240524265499,-1.1059259524692502,-0.909025973982878,-0.5039903742110079,-0.42362693216524805,-1.3598474556511049,-0.30680123557342576,-0.6036744589706673,-1.109331268357997,-0.9875356932217296,-1.4385813164973547,0.8500415964523291,-0.3518428206385446,-0.7582971711914527,0.3097618681551467,-1.099672391311716,0.6114319153500704
Eckerd College,Yes,1422,1109,366,33,65,1363,23,15360,4080,600,1000,82.0,89,12.8,26,15003,59,-0.10509901642285814,-0.05538476665504888,-0.21028182738525236,0.5289610409990295,-0.3171844683470733,-1.490632474745239,1.1992373902017166,0.4488454168127673,-0.38201766038027757,0.5513818552357662,0.6107698796775962,-0.27634292029735635,0.38265991480354933,1.316267421401598,0.779887482419128,High,2,1,-0.10509901642285768,-0.05538476665504878,-0.21028182738525225,0.5289610409990294,-0.3171844683470755,-1.490632474745239,1.1992373902017164,0.44884541681276535,-0.38201766038027757,0.5513818552357665,0.6107698796775967,-0.27634292029735663,0.3826599148035491,1.3162674214016354,0.2220268052931757,1.8301690512544988,0.6114319153500704
Elizabethtown College,Yes,2417,1843,426,36,70,1476,299,14190,4400,500,750,65.0,68,12.8,25,9815,81,0.3864382232737046,0.45269280864733047,-0.04467179865721792,0.678301268324476,-0.23073491862843848,-0.07541518387070216,0.9682946682091472,-0.22262317064607157,-0.9696251460136798,-0.5910270561252143,-0.9234340703527073,-0.27634292029735635,0.30823399686918296,0.39282671204084096,0.7625155151013653,Medium,1,1,0.38643822327370503,0.4526928086473306,-0.04467179865721781,0.6783012683244759,-0.23073491862844067,-0.07541518387070209,0.9682946682091471,-0.22262317064607365,-0.9696251460136798,-0.591027056125214,-0.9234340703527071,-0.27634292029735663,0.30823399686918274,0.39282671204087843,0.1024700478866568,0.36524832997139145,0.6114319153500704
Elmira College,Yes,1457,1045,345,27,50,1109,502,14990,4980,450,550,77.0,98,21.5,21,7502,64,-0.08214052518748806,-0.11600294309052507,-0.27579059947780343,0.1972742770918786,-0.5481830755419763,0.2558140286510499,1.1274909771070223,-0.6036744589706652,-1.594008814109165,0.18908533721226045,1.4755065650850636,1.7997318423114523,-0.005802574972423054,-0.3085685381612362,0.7172271791352093,Medium,1,1,-0.0821405251874876,-0.11600294309052497,-0.2757905994778033,0.19727427709187853,-0.5481830755419785,0.25581402865104996,1.127490977107022,-0.6036744589706673,-1.594008814109165,0.18908533721226076,1.4755065650850643,1.7997318423114526,-0.005802574972423321,-0.3085685381611987,-0.20921178396403572,0.36524832997139145,0.6114319153500704
